25.456, 25.242, 25.043, 24.872, 24.74.
25.173, 24.962, 24.772, 24.632, 25.173.
24.954, 24.783, 24.647, 25.052, 26.38.
24.801, 24.657, 25.024, 26.265, 27.847.
24.672, 25.082, 26.265, 27.747, 29.087.
25.194, 26.412, 27.979, 29.347, 30.493.
26.312, 27.747, 29.045, 30.182, 31.021.
27.621, 28.979, 30.081, 30.848, 31.273.
29.347, 30.49, 31.247, 31.729, 31.932.
30.801, 31.613, 32.123, 32.353, 32.201.
31.842, 32.417, 32.656, 32.574, 32.144.
32.35, 32.552, 32.422, 32.021, 31.353.
32.512, 32.353, 31.871, 31.157, 30.182.
32.35, 31.871, 31.145, 30.182, 28.497.
31.871, 31.168, 30.181, 28.489, 27.497.
31.182, 30.246, 28.719, 27.747, 27.242.
30.081, 28.619, 27.697, 27.162, 26.719.
28.619, 27.619, 27.116, 26.709, 26.332.
27.648, 27.119, 26.697, 26.334, 25.987.
27.226, 26.809, 26.407, 26.042, 25.706.
26.809, 26.444, 26.093, 25.773, 25.493.
26.441, 26.113, 25.809, 25.534, 25.294.
26.08, 25.763, 25.493, 25.272, 25.083.
25.763, 25.493, 25.274, 25.083, 24.943.
25.482, 25.252, 25.043, 24.873, 24.724.
25.213, 25.012, 24.853, 24.74, 25.173.
25.012, 24.853, 24.74, 25.163, 26.247.
24.83, 24.672, 25.163, 26.265, 27.847.
24.682, 25.052, 26.25, 27.867, 29.347.
24.962, 25.805, 27.052, 28.447, 29.616.
26.312, 27.787, 29.217, 30.283, 31.021.
27.903, 29.347, 30.494, 31.313, 31.871.
29.451, 30.606, 31.409, 31.932, 32.123.
30.686, 31.519, 32.113, 32.372, 32.305.
31.61, 32.127, 32.353, 32.27, 31.871.
32.021, 32.202, 32.05, 31.605, 30.976.
32.218, 32.09, 31.653, 31.022, 30.163.
32.065, 31.606, 30.951, 29.979, 28.437.
31.871, 31.25, 30.381, 28.979, 27.797.
31.25, 30.341, 28.979, 27.979, 27.441.
30.382, 28.979, 27.979, 27.485, 27.052.
28.759, 27.748, 27.242, 26.817, 26.446.
27.687, 27.182, 26.809, 26.467, 26.144.
27.255, 26.855, 26.477, 26.113, 25.781.
26.809, 26.444, 26.095, 25.762, 25.48.
26.402, 26.075, 25.763, 25.493, 25.27.
26.052, 25.743, 25.493, 25.272, 25.083.
25.712, 25.454, 25.252, 25.064, 24.893.
25.406, 25.162, 24.953, 24.773, 24.639.
25.173, 24.962, 24.801, 24.662, 25.052.
24.983, 24.84, 24.692, 25.163, 26.265.
24.801, 24.662, 25.09, 26.265, 27.847.
24.601, 25.052, 26.265, 27.747, 29.057.
24.962, 26.066, 27.628, 29.059, 30.254.
26.492, 28.215, 29.747, 30.984, 31.871.
28.479, 29.918, 31.073, 31.871, 32.317.
30.606, 31.753, 32.653, 33.243, 33.436.
32.021, 33.057, 33.653, 34.019, 33.932.
33.089, 33.642, 33.909, 33.797, 33.321.
33.932, 34.219, 34.176, 33.792, 33.087.
34.219, 34.176, 33.792, 33.089, 32.031.
34.062, 33.552, 32.753, 31.592, 29.747.
