25.422, 25.182, 24.983.
25.135, 24.893, 24.695.
24.954, 24.783, 24.646.
24.821, 24.693, 25.181.
24.693, 25.254, 26.587.
25.383, 26.613, 28.257.
26.282, 27.756, 29.057.
27.474, 28.739, 29.798.
29.259, 30.38, 31.061.
30.805, 31.842, 32.353.
31.946, 32.542, 32.831.
32.35, 32.482, 32.321.
32.501, 32.394, 31.987.
32.35, 31.907, 31.172.
31.899, 31.172, 30.173.
31.074, 30.082, 28.616.
30.173, 28.757, 27.798.
28.629, 27.697, 27.242.
27.687, 27.242, 26.857.
27.242, 26.852, 26.497.
26.809, 26.444, 26.122.
26.441, 26.09, 25.751.
26.08, 25.772, 25.497.
25.741, 25.456, 25.193.
25.484, 25.254, 25.046.
25.221, 25.014, 24.836.
24.983, 24.806, 24.657.
24.831, 24.693, 25.173.
24.724, 25.072, 26.299.
25.193, 26.413, 27.926.
26.482, 28.217, 29.798.
27.946, 29.479, 30.67.
29.459, 30.684, 31.587.
30.763, 31.673, 32.261.
31.62, 32.151, 32.353.
32.002, 32.122, 31.987.
32.162, 31.987, 31.554.
32.162, 31.743, 31.113.
31.899, 31.293, 30.354.
31.285, 30.356, 28.858.
30.323, 28.837, 27.858.
28.837, 27.849, 27.382.
27.707, 27.242, 26.857.
27.242, 26.837, 26.464.
26.809, 26.444, 26.12.
26.407, 26.079, 25.783.
26.037, 25.693, 25.39.
25.693, 25.394, 25.161.
25.406, 25.162, 24.957.
25.175, 24.98, 24.809.
24.983, 24.832, 24.702.
24.811, 24.697, 25.173.
24.58, 25.091, 26.313.
24.954, 26.162, 27.736.
26.662, 28.259, 29.657.
28.659, 30.254, 31.371.
30.764, 31.933, 32.896.
32.301, 33.099, 33.721.
33.099, 33.706, 33.885.
33.944, 34.246, 34.185.
34.219, 34.184, 33.749.
34.062, 33.541, 32.754.
33.75, 33.049, 31.987.
33.013, 31.974, 29.857.
31.75, 29.857, 28.816.
29.979, 28.819, 28.218.
28.917, 28.327, 27.806.
28.219, 27.697, 27.23.
27.726, 27.281, 26.857.
27.291, 26.887, 26.521.
26.827, 26.434, 26.098.
26.467, 26.139, 25.837.
26.08, 25.773, 25.507.
25.741, 25.477, 25.254.
25.472, 25.254, 25.064.
25.234, 25.038, 25.529.
25.01, 25.473, 27.043.
25.356, 26.959, 29.057.
27.479, 29.479, 31.099.
29.289, 31.087, 32.541.
