26.407, 26.19, 25.985, 25.813, 25.662.
26.163, 25.988, 25.833, 25.706, 26.17.
25.931, 25.773, 25.657, 25.965, 26.828.
25.805, 25.694, 25.956, 26.854, 28.237.
25.684, 25.986, 26.857, 27.946, 29.046.
25.986, 26.955, 28.237, 29.657, 30.86.
27.438, 28.867, 30.252, 31.408, 32.261.
28.837, 30.082, 31.095, 31.805, 32.261.
30.454, 31.506, 32.331, 32.801, 33.057.
32.09, 33.015, 33.506, 33.705, 33.619.
33.099, 33.605, 33.885, 33.843, 33.505.
33.61, 33.784, 33.653, 33.24, 32.554.
33.843, 33.743, 33.343, 32.653, 31.641.
33.653, 33.24, 32.592, 31.573, 29.857.
33.214, 32.541, 31.541, 29.94, 28.987.
32.45, 31.408, 29.759, 28.817, 28.326.
31.35, 29.767, 28.837, 28.354, 27.946.
29.857, 28.837, 28.327, 27.887, 27.484.
28.837, 28.327, 27.897, 27.52, 27.17.
28.415, 28.014, 27.642, 27.3, 26.987.
28.06, 27.711, 27.381, 27.079, 26.807.
27.677, 27.332, 26.998, 26.699, 26.444.
27.381, 27.079, 26.809, 26.561, 26.332.
27.072, 26.807, 26.577, 26.377, 26.205.
26.765, 26.517, 26.296, 26.103, 25.931.
26.491, 26.272, 26.077, 25.913, 26.417.
26.241, 26.037, 25.867, 26.34, 27.648.
26.07, 25.918, 26.413, 27.797, 29.417.
25.955, 26.413, 27.797, 29.389, 31.073.
26.242, 27.459, 29.097, 30.754, 31.973.
27.687, 29.259, 30.774, 31.984, 32.871.
29.067, 30.606, 31.805, 32.742, 33.342.
30.606, 31.805, 32.642, 33.095, 33.214.
31.882, 32.742, 33.24, 33.435, 33.342.
32.792, 33.332, 33.542, 33.462, 33.097.
33.35, 33.506, 33.393, 32.987, 32.293.
33.805, 33.784, 33.464, 32.843, 31.871.
33.893, 33.591, 32.973, 32.042, 30.289.
33.737, 33.099, 32.158, 30.484, 29.376.
33.25, 32.307, 30.808, 29.609, 29.057.
32.35, 30.708, 29.499, 28.979, 28.54.
30.808, 29.459, 28.857, 28.415, 28.021.
29.039, 28.499, 28.059, 27.677, 27.332.
28.707, 28.284, 27.918, 27.584, 27.262.
28.254, 27.87, 27.494, 27.139, 26.815.
27.838, 27.484, 27.161, 26.86, 26.589.
27.455, 27.109, 26.807, 26.525, 26.29.
27.128, 26.837, 26.577, 26.364, 26.19.
26.826, 26.577, 26.364, 26.191, 26.042.
26.61, 26.415, 26.241, 26.093, 26.573.
26.35, 26.161, 25.988, 26.434, 27.878.
26.194, 26.052, 26.482, 27.747, 29.337.
25.961, 26.413, 27.889, 29.657, 31.309.
25.987, 26.809, 28.219, 29.857, 31.116.
27.909, 29.657, 31.273, 32.641, 33.642.
29.909, 31.505, 32.842, 33.842, 34.457.
31.742, 33.039, 34.021, 34.705, 35.105.
33.099, 34.021, 34.605, 34.905, 34.854.
34.221, 34.905, 35.28, 35.26, 34.899.
34.76, 35.021, 34.954, 34.521, 33.793.
35.175, 35.18, 34.805, 34.126, 33.057.
35.014, 34.605, 33.907, 32.893, 31.061.
34.61, 33.907, 32.871, 31.075, 29.868.
34.001, 33.049, 31.095, 29.857, 29.217.
33.014, 31.221, 30.039, 29.417, 28.917.
30.971, 29.857, 29.259, 28.765, 28.325.
29.837, 29.219, 28.715, 28.281, 27.885.
29.295, 28.809, 28.374, 27.977, 27.613.
28.809, 28.384, 27.988, 27.606, 27.247.
28.344, 27.956, 27.601, 27.257, 26.956.
27.956, 27.604, 27.278, 26.988, 26.749.
27.606, 27.287, 26.981, 26.713, 26.477.
27.252, 26.952, 26.697, 26.477, 26.307.
26.955, 26.697, 26.477, 26.309, 26.855.
26.71, 26.477, 26.271, 26.809, 28.417.
26.491, 26.309, 26.713, 28.289, 30.28.
26.28, 26.723, 28.279, 30.252, 32.073.
26.703, 28.259, 30.254, 32.021, 33.417.
28.459, 30.252, 31.871, 33.097, 34.061.
29.909, 31.45, 32.693, 33.641, 34.221.
31.373, 32.582, 33.483, 34.062, 34.319.
31.75, 32.331, 32.606, 32.656, 32.472.
32.35, 32.592, 32.582, 32.307, 31.821.
33.032, 33.099, 32.899, 32.454, 31.814.
33.214, 33.099, 32.732, 32.151, 31.314.
33.201, 32.831, 32.222, 31.331, 29.836.
32.899, 32.25, 31.307, 29.857, 28.876.
32.35, 31.431, 29.857, 28.869, 28.426.
31.35, 29.769, 28.817, 28.356, 27.987.
29.857, 28.917, 28.455, 28.076, 27.747.
28.867, 28.415, 28.046, 27.696, 27.369.
28.474, 28.108, 27.774, 27.455, 27.162.
28.091, 27.755, 27.422, 27.107, 26.807.
27.768, 27.455, 27.161, 26.887, 26.639.
27.485, 27.191, 26.909, 26.666, 26.469.
27.218, 26.952, 26.713, 26.507, 26.332.
