26.441, 26.272, 26.105.
26.163, 25.988, 25.809.
25.989, 25.83, 25.69.
25.805, 25.684, 25.956.
25.692, 25.977, 26.854.
25.966, 26.909, 28.257.
27.422, 28.849, 30.26.
28.837, 30.254, 31.285.
30.494, 31.573, 32.394.
32.09, 32.932, 33.417.
33.099, 33.706, 33.921.
33.61, 33.806, 33.742.
33.843, 33.784, 33.435.
33.658, 33.24, 32.592.
33.184, 32.484, 31.473.
32.45, 31.408, 29.828.
31.45, 29.857, 28.917.
29.829, 28.817, 28.306.
28.939, 28.487, 28.105.
28.396, 27.977, 27.644.
28.06, 27.687, 27.339.
27.667, 27.314, 26.988.
27.354, 27.043, 26.749.
27.06, 26.781, 26.543.
26.755, 26.496, 26.272.
26.477, 26.242, 26.043.
26.272, 26.093, 25.943.
26.08, 25.912, 26.366.
25.917, 26.272, 27.603.
26.242, 27.489, 29.057.
27.781, 29.479, 31.079.
29.087, 30.606, 31.871.
30.494, 31.573, 32.293.
31.871, 32.742, 33.096.
33.049, 33.642, 33.921.
33.35, 33.486, 33.342.
33.805, 33.784, 33.464.
33.933, 33.643, 33.086.
33.77, 33.25, 32.421.
33.25, 32.331, 30.665.
32.45, 30.899, 29.498.
30.784, 29.417, 28.798.
28.977, 28.437, 28.021.
28.687, 28.281, 27.917.
28.254, 27.887, 27.555.
27.837, 27.491, 27.162.
27.455, 27.131, 26.834.
27.135, 26.837, 26.574.
26.809, 26.546, 26.309.
26.593, 26.377, 26.19.
26.38, 26.19, 26.025.
26.194, 26.059, 26.477.
25.977, 26.341, 27.798.
25.962, 26.857, 28.298.
27.977, 29.729, 31.228.
29.895, 31.409, 32.642.
31.842, 33.249, 34.319.
33.099, 34.042, 34.605.
34.249, 34.905, 35.26.
34.76, 35.021, 34.957.
35.135, 35.09, 34.698.
34.944, 34.505, 33.813.
34.63, 33.973, 33.046.
34.001, 33.029, 31.061.
33.013, 31.021, 29.836.
30.973, 29.817, 29.226.
29.819, 29.219, 28.706.
29.285, 28.809, 28.386.
28.809, 28.374, 27.988.
28.344, 27.957, 27.614.
27.955, 27.602, 27.268.
27.601, 27.278, 26.988.
27.242, 26.907, 26.635.
26.957, 26.697, 26.477.
26.697, 26.477, 26.277.
26.491, 26.309, 26.786.
26.282, 26.655, 27.857.
26.809, 28.447, 30.45.
28.499, 30.354, 31.928.
29.943, 31.473, 32.684.
31.273, 32.482, 33.393.
31.75, 32.353, 32.742.
32.45, 32.871, 32.932.
33.099, 33.261, 33.098.
33.207, 33.089, 32.722.
33.208, 32.842, 32.244.
32.909, 32.332, 31.473.
32.45, 31.605, 30.262.
31.35, 29.979, 28.917.
29.849, 28.939, 28.476.
28.837, 28.384, 28.027.
28.437, 28.059, 27.704.
28.072, 27.697, 27.364.
27.768, 27.455, 27.162.
27.485, 27.181, 26.897.
27.218, 26.957, 26.745.
26.957, 26.746, 26.561.
26.704, 26.497, 26.319.
26.491, 26.317, 26.19.
26.321, 26.181, 26.635.
26.175, 26.809, 28.238.
26.661, 27.869, 29.257.
27.946, 29.357, 30.67.
29.259, 30.494, 31.581.
30.684, 31.683, 32.473.
32.079, 32.964, 33.541.
33.014, 33.606, 33.921.
33.62, 33.843, 33.794.
34.175, 34.221, 33.987.
34.05, 33.706, 33.096.
33.694, 33.029, 31.965.
33.028, 32.062, 30.281.
32.079, 30.354, 29.306.
30.362, 29.359, 28.878.
29.089, 28.609, 28.217.
28.639, 28.254, 27.887.
28.254, 27.887, 27.555.
27.887, 27.57, 27.262.
27.55, 27.254, 26.986.
27.22, 26.907, 26.657.
26.909, 26.655, 26.435.
26.651, 26.437, 26.272.
26.38, 26.19, 26.025.
26.163, 25.983, 26.417.
26.04, 26.567, 27.836.
26.441, 27.747, 29.298.
27.787, 29.479, 30.964.
29.089, 30.354, 31.373.
30.894, 32.097, 32.967.
32.25, 33.099, 33.641.
33.099, 33.642, 33.843.
33.642, 33.843, 33.742.
34.219, 34.202, 33.875.
34.244, 33.933, 33.332.
34.05, 33.506, 32.641.
33.61, 32.697, 30.898.
32.842, 31.021, 29.816.
31.25, 29.857, 29.226.
29.499, 28.909, 28.476.
29.056, 28.609, 28.241.
28.629, 28.254, 27.887.
28.194, 27.837, 27.494.
27.719, 27.371, 27.043.
27.361, 27.043, 26.765.
27.05, 26.781, 26.543.
26.723, 26.465, 26.252.
26.481, 26.272, 26.095.
26.272, 26.09, 26.477.
26.051, 26.434, 27.836.
25.966, 26.837, 28.298.
28.489, 30.356, 31.928.
30.494, 32.097, 33.342.
32.097, 33.407, 34.321.
33.35, 34.285, 34.885.
34.285, 34.853, 35.16.
34.965, 35.229, 35.18.
35.49, 35.526, 35.19.
35.38, 35.09, 34.521.
34.944, 34.25, 33.331.
34.265, 33.086, 31.293.
33.099, 31.079, 29.868.
31.152, 29.98, 29.386.
29.917, 29.327, 28.806.
29.219, 28.687, 28.213.
28.837, 28.396, 27.988.
28.437, 28.043, 27.687.
28.072, 27.697, 27.364.
27.717, 27.399, 27.122.
27.341, 27.043, 26.789.
27.052, 26.809, 26.594.
26.765, 26.543, 26.332.
26.482, 26.285, 26.897.
26.272, 26.809, 28.437.
26.809, 28.629, 30.67.
28.489, 30.454, 32.079.
29.834, 31.409, 32.684.
31.35, 32.582, 33.496.
32.67, 33.698, 34.384.
33.784, 34.384, 34.656.
34.49, 34.805, 34.749.
34.555, 34.486, 34.139.
34.35, 33.907, 33.214.
33.79, 33.089, 32.079.
33.013, 31.974, 30.381.
31.871, 30.254, 29.278.
30.254, 29.219, 28.658.
29.455, 28.939, 28.494.
28.929, 28.487, 28.082.
28.601, 28.254, 27.917.
28.191, 27.837, 27.494.
27.837, 27.494, 27.182.
27.494, 27.181, 26.897.
27.229, 26.957, 26.724.
26.957, 26.723, 26.525.
26.75, 26.543, 26.377.
26.512, 26.337, 26.887.
26.381, 26.907, 28.347.
26.809, 28.219, 29.836.
28.241, 29.897, 31.473.
29.097, 30.351, 31.373.
29.987, 30.951, 31.594.
30.98, 31.542, 31.973.
31.721, 32.09, 32.214.
32.021, 32.073, 31.871.
32.042, 31.793, 31.331.
31.987, 31.581, 30.976.
31.75, 31.151, 30.282.
31.193, 30.383, 29.057.
30.394, 29.209, 28.426.
29.089, 28.254, 27.837.
28.246, 27.855, 27.494.
27.827, 27.494, 27.182.
27.495, 27.181, 26.887.
27.229, 26.957, 26.702.
26.909, 26.635, 26.407.
26.652, 26.417, 26.216.
26.407, 26.189, 25.987.
26.175, 25.983, 25.813.
25.952, 25.753, 25.594.
25.805, 25.697, 26.16.
25.711, 25.977, 26.956.
25.986, 26.957, 28.257.
27.422, 28.729, 29.876.
28.659, 29.879, 30.836.
29.785, 30.684, 31.371.
30.633, 31.273, 31.661.
31.35, 31.696, 31.773.
31.816, 31.974, 31.871.
31.987, 31.871, 31.541.
31.933, 31.594, 31.042.
31.653, 31.151, 30.383.
31.099, 30.274, 28.988.
30.293, 28.979, 28.124.
29.087, 28.219, 27.798.
28.254, 27.837, 27.494.
27.988, 27.639, 27.332.
27.827, 27.55, 27.272.
27.55, 27.272, 26.987.
27.242, 26.957, 26.702.
26.887, 26.605, 26.364.
26.57, 26.353, 26.149.
26.242, 25.983, 25.783.
25.98, 25.772, 25.595.
25.772, 25.609, 26.182.
25.604, 26.08, 27.426.
25.966, 27.242, 28.604.
27.474, 28.837, 29.987.
28.986, 30.254, 31.285.
30.473, 31.473, 32.293.
31.842, 32.642, 33.097.
32.67, 33.099, 33.214.
33.099, 33.319, 33.24.
33.089, 32.893, 32.432.
32.799, 32.343, 31.681.
32.35, 31.693, 30.784.
31.57, 30.606, 29.317.
30.661, 29.359, 28.658.
29.259, 28.499, 28.099.
28.455, 28.043, 27.687.
27.977, 27.609, 27.292.
27.667, 27.339, 27.043.
27.321, 26.977, 26.657.
27.095, 26.809, 26.543.
26.837, 26.594, 26.384.
26.593, 26.377, 26.19.
26.381, 26.181, 25.987.
26.163, 25.983, 25.809.
25.962, 25.808, 26.313.
25.852, 26.282, 27.486.
26.282, 27.467, 28.857.
27.667, 29.259, 30.67.
29.087, 30.454, 31.581.
30.254, 31.356, 32.073.
31.152, 31.799, 32.061.
31.842, 32.183, 32.25.
32.25, 32.25, 31.987.
32.35, 32.149, 31.721.
32.193, 31.743, 31.113.
31.87, 31.25, 30.362.
31.35, 30.492, 29.057.
30.606, 29.259, 28.426.
29.089, 28.219, 27.817.
28.241, 27.837, 27.494.
27.837, 27.494, 27.182.
27.55, 27.254, 26.986.
27.252, 26.957, 26.699.
26.988, 26.723, 26.477.
26.72, 26.477, 26.272.
26.472, 26.272, 26.107.
26.175, 25.977, 25.813.
25.977, 25.803, 25.657.
25.805, 25.684, 26.182.
25.642, 26.181, 27.426.
26.253, 27.437, 28.798.
27.436, 28.849, 30.26.
28.909, 30.254, 31.285.
30.383, 31.409, 32.073.
31.35, 32.057, 32.473.
32.05, 32.482, 32.641.
32.45, 32.605, 32.492.
33.013, 33.029, 32.722.
32.706, 32.384, 31.831.
32.45, 31.907, 31.061.
31.871, 30.974, 29.417.
30.971, 29.459, 28.476.
29.429, 28.417, 27.956.
28.479, 28.043, 27.687.
28.16, 27.817, 27.494.
27.817, 27.494, 27.182.
27.455, 27.161, 26.881.
27.135, 26.837, 26.574.
26.817, 26.546, 26.309.
26.57, 26.353, 26.149.
26.308, 26.095, 25.913.
26.095, 25.918, 25.783.
25.912, 25.751, 26.251.
25.805, 26.282, 27.486.
26.242, 27.447, 28.857.
27.489, 28.909, 30.26.
28.739, 29.977, 30.959.
29.988, 30.899, 31.473.
31.152, 31.871, 32.261.
31.816, 32.221, 32.353.
32.49, 32.684, 32.622.
33.049, 33.099, 32.871.
33.099, 32.854, 32.332.
32.964, 32.443, 31.631.
32.57, 31.773, 30.262.
31.799, 30.254, 29.057.
29.979, 28.917, 28.436.
28.739, 28.281, 27.917.
28.356, 27.977, 27.644.
27.977, 27.672, 27.364.
27.601, 27.314, 27.043.
27.218, 26.887, 26.593.
26.887, 26.605, 26.364.
26.59, 26.337, 26.118.
26.337, 26.118, 25.917.
26.099, 25.91, 25.763.
25.917, 25.763, 26.242.
25.805, 26.242, 27.486.
25.966, 26.977, 28.298.
27.687, 29.227, 30.67.
29.259, 30.674, 31.835.
30.494, 31.473, 32.079.
31.742, 32.581, 33.096.
32.45, 32.932, 33.096.
33.099, 33.406, 33.435.
33.25, 33.203, 32.871.
33.35, 33.099, 32.554.
33.014, 32.473, 31.605.
32.25, 31.353, 29.816.
31.163, 29.609, 28.616.
29.629, 28.639, 28.241.
28.629, 28.191, 27.817.
28.231, 27.887, 27.57.
27.837, 27.491, 27.162.
27.437, 27.095, 26.768.
27.135, 26.837, 26.561.
26.809, 26.546, 26.309.
26.477, 26.242, 26.043.
26.23, 26.022, 25.837.
25.988, 25.783, 25.606.
25.837, 25.697, 26.242.
25.751, 26.282, 27.657.
26.242, 27.467, 28.857.
27.422, 28.879, 30.26.
28.289, 29.479, 30.48.
29.489, 30.494, 31.281.
30.633, 31.399, 31.871.
31.135, 31.373, 31.394.
31.45, 31.561, 31.457.
31.461, 31.237, 30.793.
31.237, 30.793, 30.173.
30.733, 30.091, 29.237.
29.979, 29.086, 27.988.
29.056, 27.857, 27.16.
27.977, 27.354, 26.988.
27.381, 27.043, 26.765.
26.837, 26.543, 26.289.
26.543, 26.272, 26.018.
26.272, 26.022, 25.793.
25.982, 25.706, 25.459.
25.741, 25.519, 25.322.
25.572, 25.394, 25.254.
25.455, 25.322, 25.193.
25.363, 25.254, 25.161.
25.293, 25.193, 25.67.
25.356, 25.706, 26.477.
25.805, 26.597, 27.657.
26.809, 27.94, 28.966.
27.988, 29.057, 29.868.
29.489, 30.494, 31.285.
30.706, 31.435, 31.871.
31.073, 31.417, 31.457.
31.219, 31.222, 30.976.
31.193, 30.964, 30.539.
30.833, 30.356, 29.717.
30.193, 29.499, 28.627.
29.499, 28.609, 27.476.
28.809, 27.659, 27.043.
27.857, 27.261, 26.956.
27.281, 26.959, 26.699.
27.095, 26.789, 26.522.
26.887, 26.655, 26.432.
26.651, 26.417, 26.19.
26.403, 26.171, 25.977.
26.272, 26.09, 25.917.
26.098, 25.943, 25.82.
25.986, 25.853, 25.751.
25.912, 25.803, 25.71.
25.854, 25.754, 26.162.
25.805, 26.162, 26.956.
26.282, 27.242, 28.357.
27.242, 28.437, 29.476.
28.259, 29.327, 30.173.
29.089, 29.817, 30.38.
29.897, 30.393, 30.606.
30.463, 30.733, 30.743.
30.733, 30.784, 30.599.
30.84, 30.697, 30.354.
30.674, 30.343, 29.857.
30.394, 29.889, 29.226.
29.977, 29.209, 28.241.
29.279, 28.209, 27.616.
28.219, 27.609, 27.299.
27.455, 27.171, 26.946.
27.175, 26.952, 26.745.
26.909, 26.689, 26.477.
26.651, 26.437, 26.252.
26.381, 26.162, 25.977.
26.122, 25.912, 25.74.
25.917, 25.751, 25.603.
25.791, 25.666, 25.546.
25.641, 25.52, 25.391.
25.504, 25.37, 25.857.
25.422, 25.805, 26.656.
25.805, 26.697, 27.736.
26.955, 27.946, 28.836.
28.259, 29.287, 30.01.
29.617, 30.606, 31.35.
30.664, 31.273, 31.659.
31.35, 31.719, 31.871.
31.656, 31.811, 31.721.
31.805, 31.697, 31.373.
31.705, 31.393, 30.89.
31.112, 30.473, 29.626.
30.482, 29.609, 28.298.
29.717, 28.417, 27.657.
28.479, 27.768, 27.399.
27.785, 27.455, 27.162.
27.391, 27.095, 26.812.
27.095, 26.809, 26.543.
26.827, 26.574, 26.332.
26.57, 26.345, 26.139.
26.308, 26.093, 25.913.
26.09, 25.91, 25.753.
25.913, 25.751, 25.603.
25.772, 25.635, 25.525.
25.653, 25.546, 25.968.
25.604, 25.977, 26.956.
25.966, 26.955, 28.238.
26.959, 28.254, 29.476.
27.977, 29.057, 29.887.
28.852, 29.659, 30.24.
29.824, 30.493, 30.884.
30.274, 30.611, 30.733.
30.494, 30.539, 30.362.
30.611, 30.519, 30.193.
30.611, 30.343, 29.878.
30.456, 29.981, 29.297.
29.977, 29.246, 28.226.
29.089, 27.979, 27.242.
27.687, 26.959, 26.616.
26.959, 26.655, 26.417.
26.641, 26.399, 26.19.
26.402, 26.182, 25.987.
26.19, 25.98, 25.783.
25.977, 25.772, 25.588.
25.782, 25.594, 25.443.
25.572, 25.394, 25.254.
25.383, 25.254, 25.137.
25.213, 25.072, 24.983.
25.052, 24.954, 25.436.
25.01, 25.456, 26.413.
25.456, 26.399, 27.476.
26.453, 27.499, 28.476.
27.659, 28.784, 29.616.
29.087, 29.897, 30.493.
30.293, 30.964, 31.337.
30.874, 31.273, 31.394.
31.35, 31.542, 31.474.
31.301, 31.184, 30.854.
31.05, 30.674, 30.126.
30.572, 29.977, 29.057.
29.809, 28.897, 27.717.
28.837, 27.609, 26.912.
27.787, 27.043, 26.702.
27.181, 26.837, 26.543.
26.73, 26.434, 26.182.
26.491, 26.242, 26.014.
26.282, 26.043, 25.807.
26.112, 25.912, 25.706.
25.962, 25.772, 25.595.
25.791, 25.614, 25.466.
25.604, 25.456, 25.322.
25.394, 25.254, 25.137.
25.254, 25.137, 25.49.
25.175, 25.604, 26.466.
25.664, 26.597, 27.736.
26.491, 27.659, 28.798.
27.422, 28.479, 29.377.
28.629, 29.607, 30.28.
29.616, 30.293, 30.684.
30.09, 30.383, 30.436.
30.463, 30.546, 30.38.
30.684, 30.568, 30.234.
30.643, 30.343, 29.857.
30.472, 29.981, 29.226.
30.173, 29.459, 28.226.
29.397, 28.219, 27.426.
27.979, 27.161, 26.818.
27.242, 26.941, 26.699.
26.827, 26.564, 26.332.
26.55, 26.334, 26.122.
26.272, 26.043, 25.817.
26.007, 25.763, 25.543.
25.809, 25.615, 25.455.
25.604, 25.432, 25.284.
25.443, 25.29, 25.163.
25.293, 25.182, 25.09.
25.175, 25.091, 25.462.
25.05, 25.456, 26.413.
25.494, 26.397, 27.476.
26.809, 28.081, 29.237.
27.988, 29.057, 29.836.
29.629, 30.664, 31.321.
30.706, 31.457, 31.909.
31.67, 32.24, 32.496.
32.28, 32.521, 32.518.
32.742, 32.811, 32.592.
32.854, 32.605, 32.079.
32.67, 32.168, 31.371.
32.112, 31.25, 29.816.
30.974, 29.259, 28.218.
29.279, 28.219, 27.717.
28.259, 27.817, 27.454.
27.755, 27.354, 26.988.
27.381, 27.043, 26.721.
26.98, 26.635, 26.332.
26.682, 26.364, 26.098.
26.354, 26.095, 25.853.
26.07, 25.837, 25.638.
25.772, 25.546, 25.354.
25.56, 25.37, 25.213.
25.383, 25.254, 25.755.
25.254, 25.706, 26.836.
25.684, 26.849, 28.257.
27.45, 29.057, 30.45.
28.787, 30.254, 31.473.
29.986, 31.099, 31.871.
30.98, 31.673, 32.097.
31.45, 31.794, 31.861.
32.05, 32.301, 32.224.
32.25, 32.149, 31.791.
32.35, 32.022, 31.474.
32.221, 31.681, 30.836.
31.881, 31.021, 29.498.
31.05, 29.609, 28.476.
29.629, 28.459, 27.917.
28.254, 27.817, 27.476.
27.687, 27.31, 26.986.
27.341, 26.988, 26.655.
26.977, 26.666, 26.384.
26.651, 26.359, 26.099.
26.354, 26.095, 25.857.
26.07, 25.837, 25.638.
25.811, 25.614, 25.455.
25.572, 25.39, 25.252.
25.422, 25.293, 25.857.
25.293, 25.808, 26.857.
25.808, 26.959, 28.347.
27.242, 28.687, 29.988.
28.489, 29.717, 30.755.
29.977, 31.095, 31.871.
31.273, 32.079, 32.696.
31.816, 32.237, 32.461.
32.35, 32.552, 32.482.
32.742, 32.758, 32.482.
32.784, 32.541, 32.021.
32.512, 31.987, 31.151.
32.01, 31.149, 29.616.
30.974, 29.359, 28.298.
29.417, 28.289, 27.811.
28.219, 27.768, 27.394.
27.609, 27.242, 26.887.
27.218, 26.887, 26.593.
26.781, 26.464, 26.17.
26.377, 26.059, 25.783.
26.07, 25.783, 25.543.
25.772, 25.514, 25.293.
25.54, 25.343, 25.161.
25.322, 25.162, 25.025.
25.091, 24.943, 25.459.
24.873, 25.356, 26.587.
25.456, 26.809, 28.357.
26.809, 28.479, 29.988.
27.977, 29.227, 30.28.
29.817, 30.974, 31.871.
31.25, 32.097, 32.656.
32.09, 32.656, 33.028.
32.62, 32.871, 32.842.
33.049, 33.099, 32.854.
32.842, 32.496, 31.871.
32.35, 31.681, 30.748.
31.501, 30.494, 28.857.
30.254, 28.729, 27.798.
28.459, 27.499, 27.043.
27.629, 27.171, 26.782.
26.977, 26.594, 26.215.
26.381, 25.977, 25.615.
25.872, 25.467, 25.107.
25.394, 25.014, 24.676.
25.014, 24.673, 24.386.
24.693, 24.386, 24.139.
24.482, 24.253, 24.062.
24.321, 24.162, 24.035.
24.202, 24.093, 24.543.
