0, 0, 0.
0, 0, 0.
0, 0, 6.604.
0, 6.602, 198.286.
6.602, 198.273, 502.029.
198.265, 501.956, 780.306.
502.098, 780.306, 1014.098.
780.401, 1014.019, 1187.149.
1014.019, 1187.185, 1287.988.
1187.185, 1287.988, 1309.368.
1287.988, 1309.489, 1250.209.
1309.489, 1250.173, 1114.323.
1250.173, 1114.256, 911.158.
1114.256, 911.171, 654.41.
911.158, 654.41, 361.667.
654.434, 361.602, 73.285.
361.699, 73.336, 0.
73.285, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 6.82.
0, 6.82, 199.046.
6.826, 199.059, 502.251.
199.01, 502.251, 780.306.
502.251, 780.306, 1013.651.
780.307, 1013.602, 1186.564.
1013.737, 1186.523, 1287.105.
1186.48, 1287.07, 1308.406.
1287.07, 1308.485, 1249.397.
1308.609, 1249.397, 1113.792.
1249.431, 1113.852, 910.851.
1113.866, 910.859, 654.519.
910.858, 654.519, 362.119.
654.519, 362.119, 73.885.
362.197, 73.885, 0.
73.885, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 6.956.
0, 6.957, 199.794.
6.968, 199.803, 502.566.
199.803, 502.534, 780.209.
502.602, 780.217, 1013.285.
780.217, 1013.285, 1185.917.
1013.198, 1185.917, 1286.247.
1185.917, 1286.237, 1307.718.
1286.291, 1307.713, 1248.706.
1307.713, 1248.702, 1113.285.
1248.697, 1113.285, 910.591.
1113.285, 910.658, 654.611.
910.591, 654.602, 362.656.
654.602, 362.656, 74.396.
362.656, 74.386, 0.001.
74.48, 0.001, 0.
0.001, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 7.116.
0, 7.116, 200.567.
7.116, 200.567, 502.929.
200.567, 502.927, 780.11.
502.951, 780.105, 1012.898.
780.106, 1012.702, 1185.259.
1012.872, 1185.292, 1285.607.
1185.292, 1285.471, 1307.014.
