0, 0, 0.
0, 0, 0.
0, 0, 6.624.
0, 6.594, 198.257.
6.633, 198.347, 502.006.
198.325, 501.904, 780.337.
502.017, 780.329, 1014.098.
780.407, 1014.098, 1187.148.
1014.098, 1187.16, 1287.917.
1187.16, 1287.989, 1309.386.
1287.969, 1309.367, 1250.161.
1309.389, 1250.161, 1114.391.
1250.161, 1114.394, 911.139.
1114.39, 911.083, 654.412.
911.163, 654.437, 361.698.
654.407, 361.657, 73.342.
360.974, 72.963, 0.
73.233, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 6.815.
0, 6.804, 199.097.
6.758, 199.047, 502.219.
199.09, 502.217, 780.311.
502.217, 780.259, 1013.641.
780.307, 1013.603, 1186.572.
1013.737, 1186.574, 1287.113.
1186.55, 1287.08, 1308.609.
1287.135, 1308.609, 1249.431.
1308.609, 1249.466, 1113.791.
1249.489, 1113.808, 910.898.
1113.79, 910.898, 654.52.
910.898, 654.54, 362.092.
654.517, 362.157, 73.798.
362.098, 73.798, 0.
73.85, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 6.917.
0, 6.917, 199.798.
6.947, 199.761, 502.517.
199.762, 502.536, 780.226.
502.597, 780.229, 1013.298.
780.231, 1013.295, 1185.886.
1013.27, 1185.869, 1286.298.
1185.869, 1286.327, 1307.704.
1286.29, 1307.729, 1248.704.
1307.729, 1248.687, 1113.292.
1248.687, 1113.291, 910.658.
1113.292, 910.638, 654.585.
910.594, 654.577, 362.789.
654.574, 362.783, 74.432.
362.704, 74.441, 0.001.
74.49, 0.001, 0.
0.001, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 7.009.
0, 7.107, 200.481.
7.093, 200.49, 502.872.
200.49, 502.904, 780.07.
502.904, 780.09, 1012.854.
780.107, 1012.871, 1185.298.
1012.871, 1185.291, 1285.539.
1185.298, 1285.548, 1307.011.
