0, 0, 0, 0, 4.853.
0, 0, 0, 4.853, 191.307.
0, 0, 4.853, 191.307, 496.422.
0, 4.853, 191.307, 496.403, 776.166.
4.853, 191.307, 496.403, 776.158, 1010.815.
191.307, 496.403, 776.156, 1010.862, 1184.802.
496.401, 776.169, 1010.823, 1184.817, 1286.066.
776.112, 1010.85, 1184.706, 1286.015, 1307.308.
1010.812, 1184.796, 1286.015, 1307.332, 1247.956.
1184.737, 1286.067, 1307.422, 1247.957, 1111.471.
1285.959, 1307.449, 1247.955, 1111.457, 907.135.
1307.456, 1247.985, 1111.427, 907.125, 649.246.
1247.987, 1111.427, 907.125, 649.247, 355.044.
1111.487, 907.125, 649.267, 355.037, 66.675.
907.103, 649.237, 355.037, 66.682, 0.
649.267, 355.044, 66.682, 0, 0.
355.037, 66.662, 0, 0, 0.
66.664, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 4.993.
0, 0, 0, 4.993, 192.015.
0, 0, 4.993, 192.008, 496.675.
0, 4.993, 192.008, 496.683, 776.018.
4.993, 192.008, 496.683, 776.004, 1010.461.
192.008, 496.683, 776.002, 1010.326, 1184.003.
496.63, 776.002, 1010.326, 1184.017, 1285.057.
775.891, 1010.462, 1184.017, 1285.079, 1306.682.
1010.24, 1184.011, 1285.019, 1306.682, 1247.014.
1184.005, 1285.079, 1306.682, 1247.014, 1110.802.
1285.079, 1306.682, 1247.014, 1110.815, 906.847.
1306.682, 1247.202, 1110.723, 906.847, 649.247.
1247.312, 1110.702, 906.847, 649.247, 355.585.
1110.702, 906.847, 649.267, 355.556, 67.187.
906.847, 649.267, 355.575, 67.187, 0.
649.297, 355.575, 67.212, 0, 0.
355.556, 67.187, 0, 0, 0.
67.255, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 5.13.
0, 0, 0, 5.13, 192.715.
0, 0, 5.13, 192.701, 497.055.
0, 5.13, 192.701, 497.055, 775.838.
5.13, 192.701, 497.055, 775.837, 1009.887.
192.701, 497.062, 775.827, 1009.987, 1183.262.
497.062, 775.837, 1009.887, 1183.25, 1284.267.
775.795, 1009.889, 1183.342, 1284.267, 1305.783.
1009.977, 1183.25, 1284.247, 1305.783, 1246.388.
1183.25, 1284.247, 1305.783, 1246.388, 1110.162.
1284.175, 1305.783, 1246.388, 1110.162, 906.495.
1305.702, 1246.374, 1110.162, 906.4, 649.289.
1246.388, 1110.162, 906.498, 649.286, 355.97.
1110.162, 906.41, 649.278, 355.95, 67.588.
906.695, 649.297, 355.95, 67.588, 0.
649.267, 355.905, 67.717, 0, 0.
355.909, 67.749, 0, 0, 0.
67.749, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 5.269.
0, 0, 0, 5.269, 193.356.
0, 0, 5.269, 193.306, 497.195.
0, 5.269, 193.306, 497.195, 775.795.
5.269, 193.306, 497.195, 775.795, 1009.609.
193.401, 497.195, 775.795, 1009.609, 1182.542.
497.195, 775.795, 1009.609, 1182.542, 1283.417.
775.77, 1009.609, 1182.527, 1283.427, 1304.883.
1009.609, 1182.527, 1283.427, 1304.862, 1245.567.
1182.67, 1283.452, 1304.862, 1245.567, 1109.604.
1283.361, 1304.862, 1245.567, 1109.509, 906.128.
1304.701, 1245.567, 1109.509, 906.128, 649.346.
1245.58, 1109.509, 906.181, 649.349, 356.356.
1109.605, 906.181, 649.347, 356.368, 68.257.
906.181, 649.347, 356.356, 68.267, 0.
649.349, 356.356, 68.347, 0, 0.
356.356, 68.219, 0, 0, 0.
68.247, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 5.396.
0, 0, 0, 5.396, 193.984.
0, 0, 5.396, 193.984, 497.476.
0, 5.396, 193.983, 497.437, 775.52.
5.396, 193.997, 497.449, 775.52, 1009.086.
193.989, 497.437, 775.529, 1009.036, 1182.092.
497.405, 775.532, 1009.036, 1182.085, 1282.672.
775.58, 1008.987, 1182.072, 1282.472, 1304.007.
1009.028, 1182.085, 1282.672, 1304.087, 1244.802.
1181.95, 1282.672, 1304.008, 1244.808, 1109.086.
1282.672, 1304.008, 1244.808, 1109.036, 905.886.
1304.003, 1244.817, 1109.036, 905.88, 649.346.
1244.95, 1109.036, 905.88, 649.347, 356.838.
1109.036, 905.88, 649.347, 356.805, 68.718.
905.825, 649.346, 356.805, 68.717, 0.
649.346, 356.831, 68.717, 0, 0.
356.803, 68.717, 0, 0, 0.
68.717, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 5.522.
0, 0, 0, 5.522, 194.596.
0, 0, 5.552, 194.4, 497.611.
0, 5.545, 194.577, 497.619, 775.404.
5.539, 194.5, 497.616, 775.402, 1008.628.
194.577, 497.619, 775.402, 1008.605, 1181.228.
497.624, 775.402, 1008.605, 1181.227, 1281.807.
775.395, 1008.605, 1181.219, 1281.815, 1303.209.
1008.465, 1181.247, 1281.807, 1303.246, 1244.007.
1181.219, 1281.815, 1303.246, 1244.008, 1108.486.
1281.815, 1303.227, 1244.008, 1108.488, 905.651.
1303.162, 1244.008, 1108.488, 905.695, 649.384.
1244.175, 1108.488, 905.695, 649.38, 357.218.
1108.465, 905.695, 649.38, 357.238, 69.267.
905.656, 649.37, 357.212, 69.267, 0.
649.37, 357.21, 69.247, 0, 0.
357.238, 69.219, 0, 0, 0.
69.219, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 5.644.
0, 0, 0, 5.644, 195.138.
0, 0, 5.644, 195.137, 497.775.
0, 5.644, 195.137, 497.774, 775.333.
5.644, 195.137, 497.775, 775.169, 1008.286.
195.043, 497.783, 775.309, 1008.209, 1180.615.
497.775, 775.333, 1008.209, 1180.609, 1281.096.
775.333, 1008.297, 1180.606, 1281.085, 1302.418.
1008.262, 1180.609, 1281.085, 1302.52, 1243.298.
1180.606, 1281.085, 1302.52, 1243.417, 1107.936.
1281.175, 1302.517, 1243.417, 1107.935, 905.31.
1302.408, 1243.295, 1107.905, 905.31, 649.38.
1243.295, 1107.905, 905.31, 649.38, 357.486.
1107.905, 905.31, 649.38, 357.491, 69.604.
905.308, 649.386, 357.486, 69.609, 0.
649.38, 357.486, 69.617, 0, 0.
357.486, 69.655, 0, 0, 0.
69.617, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 5.767.
0, 0, 0, 5.767, 195.675.
0, 0, 5.767, 195.606, 497.97.
0, 5.767, 195.606, 497.97, 775.112.
5.767, 195.606, 497.97, 775.112, 1007.726.
195.606, 497.97, 775.112, 1007.7, 1180.134.
497.97, 775.128, 1007.696, 1180.103, 1280.263.
775.128, 1007.686, 1180.103, 1280.242, 1301.697.
1007.705, 1180.113, 1280.292, 1301.617, 1242.697.
1179.987, 1280.242, 1301.698, 1242.696, 1107.353.
1280.282, 1301.698, 1242.697, 1107.362, 905.047.
1301.662, 1242.697, 1107.362, 905.047, 649.369.
1242.87, 1107.374, 905.047, 649.366, 357.871.
1107.457, 905.037, 649.366, 357.88, 70.068.
905.018, 649.358, 357.88, 70.068, 0.
649.366, 357.88, 70.068, 0, 0.
357.882, 70.068, 0, 0, 0.
70.068, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
