0.391, 0.392, 0.394, 0.351, 0.302.
0.376, 0.371, 0.332, 0.292, 0.274.
0.332, 0.279, 0.238, 0.218, 0.209.
0.272, 0.238, 0.218, 0.089, 0.092.
0.209, 0.185, 0.095, 0.109, 0.152.
0.161, 0.099, 0.124, 0.183, 0.306.
0.161, 0.191, 0.297, 0.458, 0.604.
0.079, 0.112, 0.173, 0.237, 0.269.
0.085, 0.128, 0.194, 0.237, 0.247.
0.128, 0.173, 0.194, 0.193, 0.177.
0.259, 0.319, 0.321, 0.288, 0.238.
0.423, 0.441, 0.409, 0.359, 0.299.
0.311, 0.265, 0.209, 0.162, 0.139.
0.265, 0.217, 0.162, 0.135, 0.117.
0.194, 0.135, 0.112, 0.09, 0.082.
0.181, 0.161, 0.135, 0.112, 0.101.
0.099, 0.084, 0.077, 0.071, 0.068.
0.091, 0.082, 0.077, 0.073, 0.073.
0.087, 0.082, 0.079, 0.077, 0.077.
0.093, 0.092, 0.093, 0.095, 0.098.
0.099, 0.098, 0.098, 0.098, 0.098.
0.099, 0.098, 0.098, 0.098, 0.098.
0.092, 0.091, 0.091, 0.091, 0.091.
0.096, 0.098, 0.098, 0.097, 0.086.
0.102, 0.102, 0.098, 0.082, 0.065.
0.117, 0.124, 0.106, 0.088, 0.077.
0.112, 0.095, 0.082, 0.075, 0.101.
0.101, 0.091, 0.082, 0.086, 0.098.
0.088, 0.082, 0.086, 0.096, 0.124.
0.067, 0.071, 0.082, 0.114, 0.195.
0.066, 0.073, 0.098, 0.164, 0.258.
0.099, 0.135, 0.219, 0.336, 0.403.
0.112, 0.194, 0.292, 0.338, 0.324.
0.219, 0.317, 0.357, 0.347, 0.307.
0.266, 0.292, 0.283, 0.251, 0.209.
0.341, 0.321, 0.277, 0.228, 0.166.
0.251, 0.209, 0.166, 0.112, 0.089.
0.209, 0.166, 0.112, 0.089, 0.077.
0.112, 0.079, 0.067, 0.061, 0.058.
0.128, 0.112, 0.099, 0.092, 0.088.
0.099, 0.089, 0.082, 0.077, 0.075.
0.099, 0.092, 0.087, 0.085, 0.086.
0.065, 0.057, 0.055, 0.057, 0.063.
0.065, 0.061, 0.061, 0.065, 0.069.
0.063, 0.063, 0.065, 0.068, 0.071.
0.055, 0.055, 0.056, 0.057, 0.057.
0.048, 0.048, 0.048, 0.048, 0.046.
0.054, 0.057, 0.058, 0.057, 0.048.
0.051, 0.051, 0.048, 0.042, 0.038.
0.05, 0.048, 0.042, 0.038, 0.038.
0.054, 0.051, 0.048, 0.048, 0.044.
0.061, 0.061, 0.061, 0.049, 0.057.
0.09, 0.099, 0.099, 0.115, 0.157.
0.069, 0.075, 0.098, 0.153, 0.218.
0.085, 0.106, 0.153, 0.208, 0.238.
0.033, 0.042, 0.055, 0.064, 0.065.
0.048, 0.069, 0.083, 0.088, 0.084.
0.07, 0.079, 0.079, 0.071, 0.058.
0.112, 0.113, 0.099, 0.081, 0.064.
0.134, 0.124, 0.106, 0.086, 0.067.
0.118, 0.098, 0.077, 0.057, 0.047.
0.097, 0.074, 0.057, 0.048, 0.041.
0.085, 0.067, 0.057, 0.047, 0.042.
0.067, 0.055, 0.045, 0.041, 0.037.
0.051, 0.045, 0.042, 0.041, 0.041.
0.051, 0.047, 0.044, 0.042, 0.041.
0.041, 0.037, 0.034, 0.032, 0.031.
0.044, 0.042, 0.041, 0.041, 0.041.
0.041, 0.041, 0.041, 0.041, 0.041.
0.037, 0.036, 0.036, 0.036, 0.036.
0.043, 0.045, 0.046, 0.047, 0.047.
0.047, 0.047, 0.047, 0.047, 0.041.
0.057, 0.061, 0.065, 0.061, 0.054.
0.059, 0.059, 0.049, 0.042, 0.038.
0.061, 0.054, 0.047, 0.043, 0.044.
0.049, 0.042, 0.038, 0.063, 0.074.
0.047, 0.043, 0.062, 0.068, 0.085.
0.046, 0.062, 0.075, 0.105, 0.153.
0.044, 0.05, 0.065, 0.088, 0.115.
0.191, 0.292, 0.435, 0.563, 0.624.
0.292, 0.419, 0.563, 0.627, 0.619.
0.488, 0.627, 0.663, 0.615, 0.541.
0.663, 0.697, 0.673, 0.602, 0.503.
0.783, 0.763, 0.699, 0.603, 0.503.
0.688, 0.602, 0.499, 0.362, 0.302.
0.516, 0.402, 0.302, 0.239, 0.199.
0.408, 0.317, 0.272, 0.236, 0.209.
0.408, 0.372, 0.336, 0.314, 0.299.
0.435, 0.413, 0.391, 0.372, 0.353.
0.437, 0.423, 0.411, 0.395, 0.383.
0.341, 0.302, 0.272, 0.251, 0.238.
0.361, 0.347, 0.342, 0.342, 0.342.
0.361, 0.361, 0.361, 0.361, 0.361.
0.314, 0.302, 0.295, 0.292, 0.293.
0.272, 0.253, 0.236, 0.218, 0.195.
0.292, 0.293, 0.293, 0.293, 0.261.
0.309, 0.314, 0.314, 0.274, 0.238.
0.309, 0.302, 0.265, 0.221, 0.192.
0.299, 0.265, 0.236, 0.218, 0.209.
0.261, 0.236, 0.218, 0.089, 0.096.
0.209, 0.194, 0.191, 0.218, 0.302.
0.161, 0.099, 0.118, 0.166, 0.252.
0.162, 0.209, 0.307, 0.448, 0.541.
0.219, 0.312, 0.457, 0.562, 0.574.
0.292, 0.433, 0.541, 0.563, 0.519.
0.358, 0.463, 0.492, 0.462, 0.403.
0.488, 0.526, 0.499, 0.432, 0.359.
0.594, 0.574, 0.497, 0.409, 0.348.
0.603, 0.538, 0.443, 0.395, 0.386.
0.409, 0.322, 0.292, 0.278, 0.266.
0.312, 0.272, 0.259, 0.244, 0.238.
0.234, 0.221, 0.211, 0.205, 0.198.
0.191, 0.175, 0.161, 0.161, 0.168.
0.161, 0.142, 0.131, 0.124, 0.124.
0.135, 0.112, 0.101, 0.096, 0.098.
0.135, 0.124, 0.122, 0.124, 0.129.
0.146, 0.149, 0.151, 0.151, 0.151.
0.149, 0.151, 0.151, 0.151, 0.151.
0.151, 0.151, 0.151, 0.151, 0.151.
0.161, 0.162, 0.161, 0.161, 0.135.
0.162, 0.161, 0.161, 0.135, 0.115.
0.161, 0.161, 0.135, 0.112, 0.098.
0.135, 0.112, 0.09, 0.077, 0.072.
0.113, 0.093, 0.082, 0.074, 0.085.
0.112, 0.112, 0.099, 0.113, 0.157.
0.098, 0.083, 0.092, 0.124, 0.195.
0.086, 0.094, 0.128, 0.182, 0.247.
0.112, 0.162, 0.249, 0.338, 0.377.
0.112, 0.154, 0.208, 0.238, 0.238.
0.112, 0.162, 0.218, 0.239, 0.238.
0.112, 0.112, 0.1, 0.088, 0.075.
0.135, 0.139, 0.134, 0.123, 0.103.
0.112, 0.099, 0.084, 0.074, 0.068.
0.108, 0.096, 0.083, 0.074, 0.069.
0.071, 0.057, 0.047, 0.042, 0.041.
0.068, 0.063, 0.061, 0.061, 0.065.
0.048, 0.042, 0.042, 0.046, 0.051.
0.042, 0.038, 0.037, 0.038, 0.042.
0.027, 0.023, 0.023, 0.025, 0.027.
0.028, 0.028, 0.029, 0.03, 0.031.
0.027, 0.028, 0.03, 0.032, 0.033.
0.026, 0.027, 0.029, 0.03, 0.029.
0.025, 0.025, 0.025, 0.025, 0.024.
0.031, 0.034, 0.035, 0.033, 0.029.
0.036, 0.038, 0.036, 0.032, 0.028.
0.036, 0.034, 0.029, 0.025, 0.023.
0.037, 0.032, 0.028, 0.025, 0.023.
0.038, 0.035, 0.033, 0.033, 0.035.
0.037, 0.035, 0.035, 0.035, 0.037.
0.039, 0.038, 0.036, 0.037, 0.041.
0.044, 0.044, 0.046, 0.051, 0.057.
0.099, 0.128, 0.173, 0.212, 0.231.
0.162, 0.194, 0.211, 0.211, 0.192.
0.261, 0.292, 0.292, 0.273, 0.238.
0.336, 0.341, 0.311, 0.272, 0.228.
0.441, 0.417, 0.369, 0.302, 0.238.
0.423, 0.369, 0.302, 0.241, 0.199.
0.368, 0.302, 0.238, 0.197, 0.167.
0.281, 0.219, 0.181, 0.161, 0.145.
0.261, 0.229, 0.209, 0.191, 0.169.
0.244, 0.221, 0.194, 0.175, 0.16.
0.221, 0.194, 0.175, 0.161, 0.152.
0.191, 0.171, 0.152, 0.138, 0.131.
0.181, 0.161, 0.151, 0.149, 0.151.
0.161, 0.151, 0.151, 0.151, 0.151.
0.149, 0.149, 0.151, 0.151, 0.151.
0.129, 0.129, 0.129, 0.129, 0.129.
0.121, 0.118, 0.118, 0.118, 0.104.
0.124, 0.124, 0.124, 0.111, 0.104.
