0, 0, 0.
0, 0, 0.
0, 0, 0.797.
0, 0.799, 42.613.
0.783, 40.524, 137.857.
45.909, 157.857, 299.046.
159.879, 299.019, 430.623.
295.918, 420.702, 508.728.
439.045, 539.045, 589.528.
559.045, 610.909, 612.923.
611.602, 612.802, 563.128.
599.057, 553.128, 459.046.
548.437, 459.019, 337.578.
449.045, 330.457, 208.357.
329.419, 208.419, 95.676.
198.899, 88.357, 12.286.
87.409, 12.056, 0.
11.819, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.799.
0, 0.799, 42.613.
0.783, 41.016, 137.857.
45.909, 159.857, 299.046.
158.879, 299.029, 437.437.
297.756, 424.505, 517.436.
419.045, 519.045, 572.728.
499.057, 549.437, 549.542.
537.437, 538.002, 489.046.
538.437, 489.209, 406.342.
499.437, 413.472, 301.661.
438.357, 330.487, 208.876.
329.219, 208.219, 95.476.
208.419, 95.476, 13.268.
97.409, 13.409, 0.
14.037, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.987.
0, 0.799, 46.063.
0.989, 56.061, 191.704.
58.409, 190.064, 345.753.
207.755, 359.059, 495.753.
389.057, 539.045, 655.857.
559.097, 688.548, 749.542.
669.045, 730.398, 730.332.
710.329, 708.219, 655.342.
719.059, 655.344, 548.051.
659.219, 553.128, 419.028.
558.437, 418.556, 269.086.
418.357, 269.219, 123.453.
267.604, 122.061, 18.376.
117.755, 17.357, 0.
18.045, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 0.
0, 0, 1.351.
0, 1.312, 63.057.
1.312, 66.061, 219.347.
67.409, 219.219, 388.246.
218.799, 388.357, 551.174.
367.459, 507.752, 612.852.
478.437, 580.902, 625.562.
548.437, 589.591, 588.336.
588.259, 588.437, 538.337.
611.602, 555.984, 469.551.
579.047, 489.259, 369.098.
478.437, 359.019, 229.018.
349.045, 229.219, 106.308.
