0, 0, 0, 0, 6.602.
0, 0, 0, 6.602, 198.336.
0, 0, 6.602, 198.297, 502.029.
0, 6.602, 198.29, 502.005, 780.345.
6.602, 198.29, 502.006, 780.401, 1014.016.
198.29, 502.006, 780.345, 1014.019, 1187.19.
502.005, 780.347, 1014.016, 1187.214, 1287.987.
780.401, 1014.019, 1187.19, 1287.936, 1309.367.
1014.019, 1187.19, 1287.932, 1309.379, 1250.128.
1187.214, 1287.986, 1309.379, 1250.173, 1114.396.
1287.988, 1309.379, 1250.128, 1114.396, 911.173.
1309.379, 1250.173, 1114.396, 911.171, 654.422.
1250.182, 1114.396, 911.073, 654.422, 361.699.
1114.395, 911.073, 654.422, 361.699, 73.336.
911.007, 654.422, 361.697, 73.1, 0.
654.422, 361.699, 73.019, 0, 0.
361.656, 73.336, 0, 0, 0.
73.312, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0.
0, 0, 0, 0.
0, 0, 0, 0.
0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 6.737.
0, 0, 0, 6.783, 199.046.
0, 0, 6.783, 199.037, 502.342.
0, 6.783, 199.047, 502.22, 780.306.
6.783, 199.037, 502.242, 780.306, 1013.53.
199.098, 502.283, 780.302, 1013.622, 1186.564.
502.322, 780.306, 1013.592, 1186.564, 1287.01.
780.302, 1013.622, 1186.564, 1287.09, 1308.601.
1013.737, 1186.506, 1287.09, 1308.607, 1249.397.
1186.44, 1287.114, 1308.607, 1249.379, 1113.796.
1287.175, 1308.607, 1249.489, 1113.796, 910.889.
1308.607, 1249.489, 1113.796, 910.889, 654.517.
1249.489, 1113.796, 910.889, 654.503, 362.196.
1113.78, 910.889, 654.503, 362.297, 73.985.
911.007, 654.534, 362.297, 73.813, 0.
654.502, 362.297, 73.813, 0, 0.
362.297, 73.832, 0, 0, 0.
73.94, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 6.956.
0, 0, 0, 6.951, 199.824.
0, 0, 6.95, 199.859, 502.622.
0, 6.951, 199.825, 502.606, 780.233.
6.951, 199.826, 502.606, 780.222, 1013.209.
199.826, 502.649, 780.215, 1013.333, 1185.896.
502.642, 780.215, 1013.292, 1185.936, 1286.336.
780.215, 1013.233, 1185.879, 1286.409, 1307.776.
1013.202, 1185.879, 1286.409, 1307.697, 1248.725.
1185.879, 1286.409, 1307.677, 1248.709, 1113.298.
1286.343, 1307.767, 1248.709, 1113.248, 910.593.
1307.697, 1248.726, 1113.249, 910.645, 654.604.
1248.757, 1113.333, 910.593, 654.602, 362.65.
1113.249, 910.586, 654.602, 362.604, 74.423.
910.593, 654.602, 362.604, 74.423, 0.001.
654.602, 362.656, 74.423, 0.001, 0.
362.656, 74.412, 0.001, 0, 0.
74.45, 0.001, 0, 0, 0.
0.001, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 0.
0, 0, 0, 0, 7.116.
0, 0, 0, 7.116, 200.55.
0, 0, 7.116, 200.58, 502.951.
0, 7.116, 200.55, 502.942, 780.098.
7.117, 200.538, 502.904, 780.155, 1012.882.
200.402, 502.949, 780.106, 1012.898, 1185.275.
502.942, 780.107, 1012.852, 1185.275, 1285.626.
780.173, 1012.882, 1185.225, 1285.657, 1306.956.
1012.896, 1185.225, 1285.657, 1306.957, 1248.01.
1185.225, 1285.657, 1306.957, 1248.07, 1112.723.
